winner,weight_class,is_title_bout,gender,total_rounds,r_weight,b_weight,r_height,b_height,r_reach,b_reach,r_stance,b_stance,r_wins,r_losses,r_SS_land_pm,r_SS_att_pm,r_SS_acc,r_TD_acc,r_SS_def_pct,r_TD_def_pct,b_wins,b_losses,b_SS_land_pm,b_SS_att_pm,b_SS_acc,b_TD_acc,b_SS_def_pct,b_TD_def_pct,r_age,b_age
Blue,Strawweight,0,Women,3,52.16,56.7,157.48,165.1,160.02,160.02,Orthodox,Orthodox,3,2,4.83,5.56,0.47,0.5,0.38,0.77,4,5,2.5,2.98,0.31,0.66,0.54,0.7,33,32
Red,Middleweight,0,Men,3,83.91,83.91,193.04,187.96,203.2,195.58,Switch,Southpaw,24,3,3.93,3.11,0.48,0.14,0.56,0.77,34,11,3.05,2.05,0.61,0.77,0.6,0.69,34,48
Red,Lightweight,0,Men,3,70.31,70.31,175.26,185.42,180.34,193.04,Orthodox,Switch,12,7,4.52,4.76,0.45,0.37,0.55,0.69,6,6,0.25,2.11,0.27,0,0.43,0.28,32,37
Blue,Bantamweight,0,Men,3,61.23,61.23,167.64,167.64,170.18,175.26,Orthodox,Orthodox,28,11,1.59,1.77,0.37,0.32,0.5,0.24,20,5,3.01,3.61,0.43,0.46,0.61,0.76,39,31
Red,Flyweight,0,Women,3,56.7,56.7,170.18,165.1,172.72,167.64,Orthodox,Southpaw,12,9,2.7,3.21,0.36,0.31,0.44,0.64,5,2,3.13,4.48,0.41,0.33,0.48,0.4,29,28
Red,Heavyweight,0,Men,3,92.99,83.91,187.96,187.96,187.96,190.5,Orthodox,Southpaw,12,4,3.68,3.04,0.54,0.57,0.44,0.6,33,18,3.28,3.63,0.44,0.14,0.52,0.82,28,37
Red,Lightweight,0,Men,3,70.31,70.31,175.26,180.34,193.04,177.8,Orthodox,Orthodox,11,4,4.55,3.91,0.53,0.25,0.49,0.85,16,11,2.84,4.1,0.41,0.53,0.54,0.33,30,35
Red,Featherweight,0,Men,3,65.77,65.77,172.72,182.88,182.88,182.88,Orthodox,Orthodox,13,8,5.19,5.46,0.4,0.18,0.52,0.64,16,6,4.52,6.38,0.41,0.18,0.62,0.57,30,32
Red,Flyweight,0,Men,3,56.7,61.23,162.56,172.72,175.26,175.26,Orthodox,Orthodox,24,11,4.57,3.24,0.39,0.33,0.65,0.88,21,5,4.14,5.01,0.42,0.23,0.48,0.77,31,28
Blue,Bantamweight,0,Men,3,61.23,61.23,170.18,175.26,175.26,185.42,Southpaw,Orthodox,10,7,3.26,3.63,0.44,0.16,0.53,0.3,19,10,3.35,3.33,0.48,0.57,0.55,0.68,32,36
Blue,Lightweight,0,Men,3,77.11,70.31,182.88,190.5,182.88,195.58,Orthodox,Southpaw,18,9,3.18,4.72,0.5,0.66,0.58,1,14,7,6.02,4.63,0.48,0.55,0.41,0.75,39,28
Blue,Bantamweight,0,Men,3,61.23,61.23,175.26,172.72,175.26,177.8,Orthodox,Southpaw,20,9,1.61,3.02,0.42,0.42,0.56,0.77,19,4,4.64,3.76,0.5,0.41,0.58,0.69,35,29
Blue,Bantamweight,0,Men,5,61.23,61.23,165.1,167.64,167.64,170.18,Orthodox,Orthodox,28,10,3.22,2.5,0.42,0.39,0.66,0.78,23,10,3.37,4.53,0.4,0.41,0.54,0.46,41,35
Red,Featherweight,0,Men,3,61.23,70.31,170.18,180.34,177.8,182.88,Orthodox,Orthodox,31,8,3.57,3.74,0.46,0.54,0.6,0.91,18,5,4.41,3.8,0.47,0.47,0.6,0.72,37,34
Red,Welterweight,0,Men,3,77.11,77.11,185.42,182.88,182.88,187.96,Southpaw,Orthodox,28,11,1.8,2.07,0.43,0.24,0.63,0.61,21,6,5.34,4.01,0.48,1,0.63,0.75,46,38
Red,Lightweight,0,Men,3,70.31,70.31,177.8,175.26,187.96,185.42,Orthodox,Southpaw,34,9,3.54,3.19,0.53,0.4,0.51,0.55,8,2,4.69,3.53,0.43,0.33,0.55,0.77,34,34
Red,Heavyweight,0,Men,3,92.99,92.99,198.12,193.04,208.28,203.2,Orthodox,Orthodox,21,8,3.81,2.83,0.53,1,0.44,0.57,9,4,3.35,4.82,0.39,0.5,0.49,0.42,31,35
Red,Strawweight,0,Women,3,52.16,56.7,160.02,167.64,160.02,175.26,Orthodox,Southpaw,14,4,1.75,3.6,0.45,0.45,0.56,0.4,9,2,4.52,2.57,0.52,0,0.55,0.53,33,36
Red,Middleweight,0,Men,3,83.91,83.91,185.42,182.88,185.42,190.5,Orthodox,Orthodox,12,5,2.6,3.72,0.47,0.25,0.52,0.77,12,2,4.3,3.46,0.59,0.49,0.45,0.63,35,30
Red,Flyweight,0,Women,3,56.7,56.7,167.64,167.64,175.26,172.72,Orthodox,Orthodox,12,9,2.54,2.48,0.37,0.44,0.71,0.66,19,3,3.39,2.64,0.48,0.76,0.58,0.86,37,30
Red,Welterweight,0,Men,3,77.11,77.11,175.26,180.34,177.8,193.04,Orthodox,Orthodox,23,15,3.73,3.42,0.41,0.6,0.62,0.63,20,10,3.92,3.81,0.49,0.41,0.57,0.68,40,38
Blue,Heavyweight,0,Men,3,119.75,109.77,190.5,187.96,187.96,198.12,Orthodox,Orthodox,14,6,3.98,6.08,0.51,0.37,0.52,1,14,5,3.44,2.78,0.49,0,0.47,0.75,33,36
Red,Featherweight,0,Men,3,61.23,65.77,170.18,172.72,182.88,175.26,Orthodox,Orthodox,12,6,3.67,2.62,0.52,0.45,0.5,0.59,10,4,2.17,4.65,0.45,0.24,0.36,0.43,32,29
Blue,Bantamweight,0,Men,3,65.77,61.23,175.26,172.72,182.88,177.8,Orthodox,Orthodox,16,6,3.21,3.74,0.37,0.6,0.57,0.72,18,3,3.55,2.13,0.47,0.16,0.57,0.66,28,31
Blue,Flyweight,0,Men,3,56.7,56.7,165.1,165.1,165.1,170.18,Orthodox,Orthodox,14,2,3.6,1.83,0.51,0.4,0.52,0.75,16,4,2.63,3.27,0.52,0.6,0.5,0.51,35,31
Red,Flyweight,1,Men,5,61.23,61.23,162.56,167.64,162.56,170.18,Orthodox,Orthodox,16,4,3.77,3.29,0.46,0.32,0.6,0.75,18,5,5.09,3.47,0.41,0.3,0.62,0.77,37,38
Blue,Heavyweight,0,Men,3,120.2,111.13,195.58,190.5,203.2,193.04,Orthodox,Orthodox,7,5,4.79,3.31,0.5,0.33,0.55,0.64,10,4,2.95,2.95,0.51,0.33,0.56,1,35,34
Red,Lightweight,0,Men,3,70.31,70.31,170.18,177.8,180.34,190.5,Orthodox,Orthodox,14,1,3.74,2.3,0.52,0.48,0.57,1,15,8,4.36,5.67,0.37,0.5,0.47,0.73,37,36
Red,Flyweight,0,Men,3,56.7,56.7,162.56,165.1,165.1,165.1,Southpaw,Orthodox,28,8,3.52,2.67,0.34,0.3,0.61,0.62,19,8,2.94,2.17,0.44,0.36,0.56,0.52,39,35
Red,Flyweight,0,Women,3,52.16,56.7,162.56,160.02,165.1,157.48,Orthodox,Orthodox,8,5,3.35,2.62,0.52,0.33,0.42,0.34,4,6,2.54,3.97,0.43,0.83,0.57,0.66,30,33
Red,Heavyweight,0,Men,3,92.99,92.99,187.96,185.42,193.04,187.96,Orthodox,Southpaw,33,9,3.73,4.43,0.49,0.33,0.51,0.6,9,6,2.57,2.42,0.51,0.4,0.57,0.42,44,33
Blue,Lightweight,0,Men,3,65.77,70.31,175.26,185.42,182.88,185.42,Orthodox,Orthodox,14,7,4.63,4.9,0.41,0.31,0.56,0.6,36,17,4.41,4.48,0.46,0.33,0.53,0.73,31,40
Red,Flyweight,0,Women,3,56.7,56.7,167.64,167.64,165.1,170.18,Orthodox,Orthodox,17,8,7.1,4.89,0.51,0.55,0.51,0.58,17,8,4.27,4.23,0.4,0.55,0.52,0.79,38,30
Red,Heavyweight,0,Men,3,92.99,92.99,182.88,193.04,193.04,193.04,Orthodox,Orthodox,15,3,3.92,3.51,0.57,0.33,0.49,0.75,9,5,3.15,5.07,0.59,0.18,0.43,0,36,35
Red,Bantamweight,0,Men,3,61.23,61.23,180.34,175.26,177.8,175.26,Switch,Switch,17,4,5.33,3.4,0.44,0.33,0.58,0.64,14,2,5.69,3.99,0.48,0.44,0.53,0.66,31,30
Red,Lightweight,0,Men,3,70.31,70.31,167.64,172.72,167.64,182.88,Orthodox,Orthodox,17,9,4.42,3.07,0.46,0.4,0.59,0.82,6,3,1.5,4.15,0.41,1,0.44,0.44,37,33
Blue,Welterweight,0,Men,3,77.11,77.11,180.34,180.34,182.88,190.5,Orthodox,Southpaw,23,3,4.55,3.64,0.43,0.35,0.57,0.93,15,6,4.97,5.47,0.5,0.44,0.57,0.87,35,33
Blue,Welterweight,0,Men,3,77.11,77.11,182.88,187.96,193.04,190.5,Orthodox,Southpaw,11,3,1.41,2.42,0.35,0.2,0.43,0.6,14,4,1.1,3.62,0.2,0.26,0.49,0.16,35,37
Red,Heavyweight,1,Men,5,112.49,92.99,193.04,195.58,213.36,200.66,Orthodox,Orthodox,27,1,4.29,2.22,0.57,0.45,0.64,0.95,18,8,4.03,3.53,0.4,0.39,0.51,0.83,36,37
Blue,Featherweight,1,Women,5,65.77,61.23,172.72,172.72,172.72,175.26,Orthodox,Orthodox,21,2,7.28,2.25,0.52,0.55,0.64,0.94,23,5,4.55,2.62,0.51,0.54,0.57,0.82,38,35
Blue,Welterweight,0,Men,3,77.11,77.11,187.96,185.42,190.5,190.5,Orthodox,Southpaw,32,14,3.66,2.67,0.39,0.46,0.55,0.38,18,7,1.87,1.7,0.4,0.5,0.54,0.6,39,36
Blue,Heavyweight,0,Men,3,104.33,92.99,177.8,190.5,185.42,200.66,Orthodox,Orthodox,17,9,2.05,2.93,0.45,0.35,0.56,1,14,5,4.43,2.22,0.46,0.5,0.59,0.83,41,34
Blue,Featherweight,0,Men,3,65.77,65.77,167.64,167.64,167.64,180.34,Orthodox,Orthodox,18,5,2.78,2.35,0.49,0.55,0.67,1,26,4,6.16,3.44,0.56,0.37,0.58,0.7,38,35
Blue,Featherweight,0,Women,3,65.77,65.77,167.64,182.88,172.72,182.88,Southpaw,Orthodox,10,4,2.57,1.63,0.61,0.65,0.47,0.42,11,5,1.76,3.35,0.46,0.25,0.37,0.53,41,34
Blue,Bantamweight,0,Men,3,61.23,61.23,170.18,170.18,172.72,170.18,Orthodox,Switch,29,5,3.66,3.99,0.38,0.46,0.58,0.7,17,5,5.14,4.36,0.53,0.51,0.58,0.85,38,31
Blue,Lightweight,0,Men,3,70.31,65.77,175.26,177.8,177.8,177.8,Orthodox,Southpaw,16,14,2.76,3.2,0.48,0.55,0.56,0.74,9,2,2.38,1.33,0.5,0.09,0.65,0,45,39
Red,Bantamweight,0,Men,3,65.77,65.77,167.64,172.72,175.26,190.5,Orthodox,Southpaw,20,6,5.91,4.22,0.5,0.48,0.56,0.7,17,9,4.28,4.87,0.4,0.75,0.51,0.72,30,36
Red,Middleweight,0,Men,3,83.91,83.91,182.88,190.5,200.66,200.66,Orthodox,Orthodox,18,11,3.23,3.85,0.48,0.38,0.54,0.64,7,3,3.73,2.67,0.43,0,0.54,0.66,39,32
Red,Welterweight,0,Men,3,77.11,77.11,187.96,180.34,193.04,185.42,Orthodox,Orthodox,17,5,3.86,2.95,0.46,1,0.61,0.57,24,8,2.91,3.23,0.4,0.61,0.49,0.62,36,39
Blue,Bantamweight,0,Men,3,61.23,61.23,167.64,177.8,167.64,190.5,Switch,Southpaw,24,15,3.39,4.64,0.41,0.41,0.54,0.6,13,2,3.36,1.41,0.53,0.71,0.64,0.69,37,31
Blue,Lightweight,0,Men,5,77.11,70.31,175.26,177.8,195.58,177.8,Orthodox,Orthodox,18,8,3.88,3.6,0.42,0.43,0.5,0.75,14,7,4.06,4.53,0.4,0.18,0.61,0.74,31,36
Red,Lightweight,0,Men,3,65.77,70.31,180.34,182.88,190.5,190.5,Orthodox,Switch,24,11,4.18,4.34,0.45,0.5,0.57,0.75,23,12,5.08,4.76,0.48,0.34,0.51,0.8,38,34
Red,Bantamweight,0,Men,3,61.23,56.7,172.72,167.64,180.34,175.26,Orthodox,Orthodox,20,8,5.53,3.65,0.45,0.35,0.56,0.46,18,5,3.88,2.91,0.37,0.4,0.65,0.67,36,30
Blue,Lightweight,0,Men,3,70.31,70.31,172.72,177.8,180.34,187.96,Southpaw,Orthodox,37,17,2.96,3.18,0.42,0.44,0.58,0.48,34,9,3.54,3.19,0.53,0.4,0.51,0.55,40,34
Red,Welterweight,0,Men,3,77.11,83.91,180.34,185.42,182.88,193.04,Orthodox,Switch,17,7,2.63,2.73,0.36,0.29,0.58,0.57,11,6,3.29,2.66,0.36,1,0.6,0.66,37,39
Blue,Lightweight,0,Men,3,70.31,70.31,177.8,175.26,180.34,177.8,Orthodox,Orthodox,31,15,6.14,3.74,0.52,0.37,0.62,0.74,14,2,4.33,3.4,0.55,0.3,0.52,0.68,37,36
Blue,Lightweight,0,Men,3,70.31,70.31,175.26,172.72,172.72,175.26,Orthodox,Southpaw,20,6,5.39,3.4,0.57,0.4,0.57,0.62,13,5,3.61,4.51,0.41,0.6,0.54,0.64,35,35
Blue,Middleweight,0,Men,3,83.91,83.91,185.42,185.42,195.58,195.58,Southpaw,Orthodox,36,17,3.18,3.37,0.45,0.38,0.53,0.34,24,8,5.09,3.69,0.44,0.3,0.56,0.8,36,35
Blue,Middleweight,0,Men,3,83.91,92.99,190.5,182.88,190.5,190.5,Orthodox,Southpaw,15,10,3.29,3.31,0.55,0.32,0.51,0.6,25,7,2.96,2.91,0.35,0.28,0.55,0.66,43,39
Red,Featherweight,0,Men,3,65.77,65.77,170.18,177.8,180.34,185.42,Orthodox,Southpaw,18,7,3.76,3.52,0.45,0.26,0.57,0.58,18,9,2.52,3.02,0.46,0.35,0.5,0.42,32,34
Blue,Heavyweight,0,Men,3,92.99,92.99,190.5,193.04,193.04,208.28,Orthodox,Southpaw,8,4,3.85,4.79,0.46,0,0.43,0.64,11,7,4.35,4.24,0.53,0,0.41,0.37,36,35
Blue,Heavyweight,0,Men,3,113.4,120.2,190.5,195.58,203.2,203.2,Orthodox,Orthodox,5,3,4.08,6.37,0.45,0.3,0.43,0.33,5,3,7.09,4.06,0.55,0.66,0.34,0.57,44,32
Red,Featherweight,1,Men,5,65.77,65.77,180.34,172.72,175.26,175.26,Orthodox,Switch,25,7,7.17,4.75,0.47,0.53,0.59,0.84,16,3,4.07,6.54,0.38,0.27,0.49,0.57,32,33
Red,Flyweight,1,Women,5,56.7,52.16,165.1,167.64,167.64,165.1,Southpaw,Orthodox,23,4,3.28,2.11,0.52,0.63,0.62,0.71,16,5,6.28,3.25,0.48,0.62,0.62,0.8,36,36
Blue,Welterweight,0,Men,3,77.11,77.11,180.34,180.34,193.04,182.88,Orthodox,Switch,22,12,2.99,2.55,0.51,0.38,0.46,0.63,19,5,1.84,3,0.61,0.59,0.49,0.66,36,35
Red,Featherweight,0,Men,3,65.77,65.77,172.72,170.18,185.42,177.8,Orthodox,Orthodox,13,4,5.45,3.37,0.5,0,0.56,0.65,8,5,2.63,5.11,0.31,0.15,0.58,0.62,32,37
Blue,Heavyweight,0,Men,3,92.99,92.99,185.42,187.96,200.66,193.04,Orthodox,Orthodox,17,6,3.43,3.97,0.54,0.18,0.49,0.7,22,11,3.72,2.57,0.48,0.33,0.53,0.65,44,40
Blue,Strawweight,0,Women,3,52.16,56.7,162.56,165.1,160.02,162.56,Orthodox,Orthodox,18,5,3.31,4.57,0.41,0.42,0.57,0.58,11,7,4.39,3.47,0.45,0.33,0.55,0.73,35,38
Blue,Lightweight,0,Men,3,70.31,77.11,175.26,177.8,177.8,180.34,Southpaw,Orthodox,11,5,2.48,2.97,0.51,0.33,0.55,0.7,22,7,3.29,3.42,0.48,0.38,0.54,0.5,35,37
Blue,Flyweight,0,Women,3,56.7,56.7,175.26,167.64,172.72,167.64,Orthodox,Orthodox,18,6,4.58,4.48,0.34,0.15,0.62,0.5,15,11,3.86,4.19,0.37,0.4,0.55,0.57,35,37
Red,Middleweight,0,Men,3,83.91,83.91,185.42,185.42,190.5,190.5,Orthodox,Southpaw,16,3,4.19,2.39,0.42,0.28,0.53,0.59,16,8,3.41,4.17,0.47,0.26,0.5,0.79,35,36
Red,Bantamweight,0,Men,3,61.23,61.23,167.64,170.18,162.56,175.26,Orthodox,Southpaw,15,3,4.71,4.98,0.49,0.27,0.48,0.52,10,4,3.13,3.73,0.5,0.6,0.55,0.71,32,37
Blue,Welterweight,0,Men,3,77.11,77.11,177.8,187.96,180.34,190.5,Orthodox,Orthodox,13,4,4.78,3.59,0.42,0.54,0.65,0.78,17,9,3.12,3.88,0.39,0.34,0.58,0.73,37,35
Red,Lightweight,0,Men,3,70.31,65.77,175.26,180.34,187.96,180.34,Orthodox,Switch,18,5,4.66,3.42,0.37,0.22,0.56,0.63,15,5,3.46,4.56,0.44,0.2,0.52,0.73,39,32
Blue,Heavyweight,0,Men,3,92.99,92.99,182.88,193.04,190.5,198.12,Orthodox,Orthodox,14,9,3.03,3.24,0.54,0.32,0.44,0.58,14,3,4.01,2.3,0.5,0.25,0.53,0.9,33,32
Red,Heavyweight,0,Men,5,107.95,119.75,193.04,187.96,195.58,190.5,Orthodox,Southpaw,21,9,4.49,3.33,0.47,0.5,0.56,0.81,15,7,3.96,5.05,0.49,0,0.43,0.57,40,31
Red,Heavyweight,0,Men,3,92.99,92.99,185.42,190.5,193.04,200.66,Orthodox,Orthodox,27,14,3.57,2.79,0.5,0.48,0.54,0.49,10,5,2.9,2.39,0.59,0.3,0.56,0.5,42,32
Blue,Heavyweight,0,Men,3,120.2,119.75,177.8,185.42,182.88,198.12,Orthodox,Southpaw,13,14,2.81,2.9,0.43,0.55,0.51,0.64,8,2,3.37,2.57,0.59,0.66,0.57,0.36,50,36
Blue,Welterweight,0,Men,3,77.11,77.11,180.34,182.88,185.42,185.42,Orthodox,Orthodox,19,7,3.3,2.56,0.45,0.4,0.6,0.62,17,6,2.68,2.59,0.37,0.27,0.58,0.68,29,34
Blue,Featherweight,0,Men,3,65.77,65.77,172.72,175.26,182.88,180.34,Orthodox,Orthodox,8,5,2.21,6.85,0.43,0,0.48,0,13,3,5.72,4.33,0.49,0.2,0.54,0.62,31,30
Red,Heavyweight,0,Men,3,92.99,83.91,187.96,190.5,187.96,193.04,Orthodox,Orthodox,12,4,3.68,3.04,0.54,0.57,0.44,0.6,17,7,2.42,2.86,0.46,0.22,0.45,0.37,28,36
Blue,Welterweight,0,Men,3,77.11,77.11,187.96,172.72,190.5,177.8,Southpaw,Orthodox,34,12,2.06,2.25,0.38,0.39,0.6,0.84,20,2,3.67,2.83,0.44,0.33,0.63,0.8,42,39
Red,Flyweight,0,Men,3,56.7,56.7,162.56,165.1,165.1,165.1,Southpaw,Switch,23,10,1.83,3.04,0.29,0.42,0.55,0.47,16,8,3.51,3.01,0.4,0.33,0.59,0.63,39,35
Red,Welterweight,0,Men,3,77.11,77.11,180.34,177.8,185.42,182.88,Southpaw,Orthodox,34,10,2.23,3.2,0.36,0.48,0.58,0.63,10,4,2.6,2.87,0.46,0,0.58,0.83,39,34
Blue,Flyweight,0,Men,3,56.7,56.7,165.1,162.56,170.18,175.26,Southpaw,Orthodox,6,2,1.59,5.05,0.27,0.14,0.5,0.33,24,11,4.57,3.24,0.39,0.33,0.65,0.88,31,31
Blue,Lightweight,0,Men,3,70.31,70.31,170.18,177.8,170.18,180.34,Orthodox,Orthodox,18,10,3.36,3.5,0.4,0.5,0.54,0.58,20,11,2.98,2.95,0.42,0.37,0.51,0.52,42,34
Blue,Lightweight,0,Men,3,70.31,70.31,187.96,177.8,187.96,187.96,Switch,Orthodox,6,1,0.67,2.27,0.32,0,0.38,0.54,24,3,3.36,2.44,0.42,0.28,0.61,0.7,28,33
Blue,Welterweight,0,Men,5,70.31,77.11,172.72,182.88,177.8,193.04,Southpaw,Switch,32,16,3.48,3.21,0.47,0.35,0.6,0.55,20,4,4.36,2.74,0.52,0.45,0.54,0.89,39,36
Red,Heavyweight,1,Men,3,115.67,120.2,190.5,182.88,203.2,190.5,Orthodox,Southpaw,11,2,2.38,1.95,0.7,0.78,0.4,0.5,10,3,1.11,6.11,0.66,0,0.04,0,43,34
Blue,Featherweight,1,Women,3,61.23,61.23,170.18,180.34,167.64,182.88,Orthodox,Orthodox,17,8,4.74,3.67,0.49,0.33,0.53,0.66,10,3,3.53,2.53,0.44,0.37,0.46,0.62,32,32
Red,Bantamweight,0,Men,3,61.23,61.23,167.64,172.72,165.1,172.72,Orthodox,Orthodox,20,9,5.32,6.23,0.43,0.18,0.56,0.82,21,9,2.53,3.61,0.34,0.25,0.54,0.8,37,39
Blue,Middleweight,0,Men,3,92.99,83.91,182.88,187.96,187.96,190.5,Orthodox,Orthodox,12,8,3.05,3.29,0.45,0.45,0.48,0.67,13,4,3.6,4.09,0.52,0.38,0.45,0.63,33,26
Blue,Flyweight,0,Women,3,56.7,56.7,170.18,172.72,182.88,170.18,Orthodox,Southpaw,9,7,5.37,5.41,0.36,0,0.56,0.5,10,4,3.86,2.93,0.55,0.42,0.52,0.53,34,39
Blue,Featherweight,0,Men,3,70.31,70.31,182.88,170.18,177.8,185.42,Southpaw,Orthodox,22,8,3.94,4.1,0.43,0.13,0.51,0.68,17,5,3.96,4.81,0.4,0.16,0.52,0.78,34,35
Red,Flyweight,0,Men,3,56.7,56.7,162.56,167.64,165.1,165.1,Southpaw,Orthodox,28,8,3.52,2.67,0.34,0.3,0.61,0.62,24,8,4.12,3.14,0.46,0.44,0.59,0.82,39,32
Blue,Featherweight,0,Women,3,56.7,65.77,170.18,170.18,167.64,180.34,Orthodox,Southpaw,11,9,2.49,4.54,0.39,0.27,0.46,0.54,5,3,3.06,3.84,0.41,0.5,0.52,0.76,30,31
Red,Lightweight,0,Men,3,70.31,70.31,187.96,177.8,185.42,177.8,Orthodox,Southpaw,12,5,3.05,3.12,0.44,0.29,0.52,0.52,13,4,2.05,4.21,0.44,0.5,0.39,0.47,30,36
Red,Welterweight,0,Men,3,77.11,77.11,187.96,185.42,190.5,195.58,Orthodox,Switch,33,15,5.1,3.65,0.49,0.42,0.6,0.65,12,6,2.55,2.62,0.48,0.18,0.46,0.55,40,40
Red,Bantamweight,0,Men,3,61.23,61.23,170.18,175.26,170.18,170.18,Orthodox,Orthodox,18,5,5.22,4.79,0.51,0.32,0.61,0.85,20,6,4.8,2.79,0.58,0.3,0.63,0.69,36,32
Blue,Heavyweight,0,Men,5,120.2,113.4,193.04,193.04,203.2,210.82,Orthodox,Orthodox,18,4,3.53,1.83,0.5,0.53,0.59,0.31,17,3,2.33,2.16,0.41,0.62,0.41,0.71,33,37
Red,Heavyweight,0,Men,3,120.2,116.57,193.04,190.5,203.2,213.36,Orthodox,Southpaw,47,19,3.67,2.44,0.64,0.55,0.57,0.73,18,2,8.21,4.61,0.48,0,0.55,0.75,43,31
Red,Bantamweight,0,Men,3,61.23,61.23,172.72,175.26,170.18,177.8,Orthodox,Orthodox,21,8,4.49,3.96,0.43,0.4,0.55,0.72,11,7,4.17,4.24,0.37,0.25,0.53,0.64,26,33
Red,Welterweight,0,Men,3,77.11,77.11,182.88,182.88,180.34,190.5,Orthodox,Orthodox,19,8,4.46,3.84,0.42,0.41,0.57,0.6,17,7,3.84,4.54,0.41,0.33,0.55,0.57,36,33
Blue,Welterweight,0,Men,3,77.11,77.11,182.88,180.34,180.34,182.88,Orthodox,Orthodox,20,8,4.36,6.38,0.46,0.5,0.5,0.61,23,9,5.02,4.17,0.41,0.22,0.58,0.5,34,33
Red,Flyweight,0,Women,3,61.23,56.7,172.72,165.1,167.64,170.18,Orthodox,Orthodox,13,6,4.23,4.95,0.41,0.3,0.49,0.63,5,3,4.08,3.77,0.41,0.5,0.58,0.71,27,32
Blue,Heavyweight,0,Men,3,83.91,92.99,190.5,180.34,182.88,193.04,Orthodox,Orthodox,3,3,3.35,5.09,0.48,0,0.35,0.33,9,4,4.82,6.68,0.56,0,0.5,0.62,28,42
Red,Strawweight,0,Women,3,52.16,52.16,162.56,160.02,160.02,160.02,Switch,Orthodox,24,3,5.94,3.44,0.51,0.42,0.53,0.66,20,8,4.93,7.19,0.5,0.25,0.53,0.5,34,41
Red,Bantamweight,0,Men,3,61.23,65.77,167.64,177.8,182.88,185.42,Orthodox,Orthodox,13,7,2.36,2.99,0.33,0.2,0.54,0.56,8,6,3.97,3.79,0.45,0.6,0.53,0.65,31,35
Red,Strawweight,0,Women,3,52.16,52.16,165.1,162.56,160.02,167.64,Orthodox,Orthodox,17,3,5.55,3.56,0.44,0.66,0.61,0.7,6,3,5.4,7.22,0.44,0,0.58,0.83,34,35
Red,Middleweight,0,Men,3,77.11,83.91,190.5,180.34,205.74,190.5,Orthodox,Southpaw,25,11,4.24,3.19,0.49,0.38,0.5,0.54,22,11,1.72,4.03,0.34,0,0.49,0.07,31,38
Blue,Bantamweight,0,Men,3,56.7,61.23,172.72,175.26,182.88,172.72,Southpaw,Orthodox,16,6,4.64,2.73,0.54,1,0.61,0.66,17,9,4.67,4.11,0.47,0.35,0.53,0.32,28,32
Blue,Welterweight,0,Men,5,77.11,77.11,190.5,182.88,203.2,185.42,Orthodox,Orthodox,29,12,3.47,2.42,0.46,0.4,0.52,0.54,30,7,4.9,4.67,0.41,0.3,0.61,0.6,36,37
Red,Featherweight,0,Men,3,65.77,65.77,172.72,177.8,180.34,180.34,Orthodox,Orthodox,20,8,3.13,2.87,0.47,0.33,0.57,0.46,28,11,3.44,3.27,0.38,0.35,0.52,0.56,41,39
Blue,Heavyweight,0,Men,3,92.99,92.99,185.42,198.12,193.04,208.28,Southpaw,Orthodox,14,5,3.84,4.18,0.39,0,0.5,0.58,21,8,3.81,2.83,0.53,1,0.44,0.57,34,31
Blue,Middleweight,0,Men,3,83.91,83.91,185.42,180.34,198.12,182.88,Southpaw,Orthodox,13,8,1.9,2.44,0.42,0.53,0.53,0.84,14,5,3.25,2.98,0.5,0.17,0.59,0.59,39,35
Blue,Bantamweight,0,Men,3,61.23,61.23,167.64,172.72,172.72,177.8,Southpaw,Switch,10,8,3.44,2.84,0.55,0.55,0.51,0.64,23,9,4.31,5.48,0.49,0.39,0.5,0.7,44,31
Red,Strawweight,0,Women,3,52.16,56.7,162.56,172.72,162.56,170.18,Orthodox,Orthodox,9,6,4.41,4.12,0.38,0.44,0.64,0.77,8,5,2.9,2.8,0.58,0.57,0.54,0.76,36,35
Red,Welterweight,0,Men,3,77.11,77.11,167.64,182.88,170.18,190.5,Orthodox,Orthodox,26,4,2.38,2.51,0.47,0.36,0.57,0.47,15,5,2.23,1.46,0.68,0.7,0.51,0.8,42,37
Red,Flyweight,0,Men,3,56.7,56.7,165.1,177.8,170.18,180.34,Orthodox,Southpaw,27,5,4.32,3.9,0.49,0.48,0.5,0.67,21,6,2.16,2.5,0.41,0.43,0.5,0.41,33,34
Blue,Featherweight,0,Men,3,65.77,65.77,180.34,182.88,180.34,182.88,Southpaw,Orthodox,14,7,2.22,4.79,0.41,0.46,0.41,0.62,16,6,4.52,6.38,0.41,0.18,0.62,0.57,29,32
Red,Welterweight,0,Men,3,83.91,77.11,185.42,180.34,180.34,182.88,Orthodox,Orthodox,9,5,3.31,3.73,0.34,0.26,0.54,0.48,4,3,3.59,5.08,0.38,1,0.59,0,31,35
Red,Featherweight,0,Men,3,65.77,61.23,172.72,165.1,177.8,177.8,Orthodox,Orthodox,12,4,3.33,3,0.42,0.41,0.58,0.7,21,9,2.7,5.37,0.25,0.14,0.49,0.66,36,38
Blue,Featherweight,0,Men,5,65.77,65.77,170.18,180.34,182.88,180.34,Orthodox,Orthodox,17,8,3.93,4.52,0.41,0.44,0.52,0.72,16,5,4.65,3.99,0.46,0.27,0.52,0.58,37,31
